Features,Subj1,Subj2,Subj3,Subj4,Subj5,Subj6,Subj7,Subj8,Subj9,Subj10,Subj11,Subj12,Subj13,Subj14,Subj15,Subj16,Subj17,Subj18,Subj19,Subj20,Subj21,Subj22,Subj23,Subj24,Subj25,Subj26,Subj27,Subj28,Subj29,Subj30,Subj31,Subj32,Subj33,Subj34,Subj35,Subj36,Subj37,Subj38,Subj39,Subj40,Subj41,Subj42,Subj43,Subj44,Subj45,Subj46,Subj47,Subj48,Subj49,Subj50,Subj51,Subj52,Subj53,Subj54,Subj55,Subj56,Subj57,Subj58,Subj59,Subj60,Subj61,Subj62,Subj63,Subj64,Subj65,Subj66,Subj67,Subj68,Subj69,Subj70,Subj71,Subj72,Subj73,Subj74,Subj75,Subj76,Subj77,Subj78,Subj79,Subj80,Subj81,Subj82,Subj83,Subj84,Subj85,Subj86,Subj87,Subj88,Subj89,Subj90,Subj91,Subj92,Subj93,Subj94,Subj95,Subj96,Subj97,Subj98,Subj99,Subj100,Subj101,Subj102
Cells_AreaShape_Area,0.226563101,0.345073665,0.236394597,0.339826206,0.548662023,0.233636276,0.40385845,-0.023628198,0.240499756,0.403074543,0.22471089,-0.061503224,0.062685089,-0.056591043,0.052641698,0.32093528,-0.033497399,0.117327686,0.044857913,0.10494186,0.253223617,0.539673506,0.397908409,0.306276473,0.352152915,0.369767442,0.136307002,0.240188383,0.11662531,-0.109241432,-0.134411062,-0.038856589,-0.171548526,-0.029905914,-0.232621096,-0.107641997,0.298575279,0.287245183,0.441957364,0.145943783,-0.061794972,0.188060002,0.079441071,0.228847411,0.090568134,0.142793396,0.328629324,-0.111554123,-0.01348973,0.058277811,0.179553331,0.108545575,0.331395349,0.383264704,0.517344961,0.419644601,0.406463832,0.341632022,0.249813107,0.261577708,0.185794045,0.454236271,0.091129347,0.503523608,0.296668224,0.307139226,0.289127458,0.632604815,-0.076152305,-0.050859699,-0.09202046,-0.120983936,0.306503862,0.766875981,0.575837469,0.133271123,0.354569119,-0.032301594,0.56106832,0.118926664,0.584113561,0.340028024,-0.029858958,-0.138491598,0.157354274,-0.036898645,-0.074201001,-0.075318998,-0.046850775,0.937081124,0.055594633,1.009111044,0.236596539,0.20508605,0.161929662,0.283904505,0.042377103,0.384302326,0.019790834,-0.141408529,0.063513313,-0.152265161
Cells_AreaShape_Center_X,0.014367816,0.014450867,0.017061611,0.005714286,-0.018078021,0.006660324,-0.008595989,-0.119047619,-0.058039962,-0.00190295,0.003820439,-0.023719165,0.022296015,-0.008571429,-0.012452107,0.026974952,-0.014218009,0.000953289,-0.024621212,-0.004752852,0.05028463,-0.017077799,-0.002857143,-0.004766444,-0.005681818,0.001901141,-0.002851711,-0.022770398,0.009578544,-0.003813155,0.008049242,0.004752852,0.001904762,0.009514748,0.00190295,0.008595989,0.002859867,-0.018939394,-0.002851711,-0.008547009,-0.01509434,0.001899335,-0.007575758,0.004739336,-0.033653846,-0.008587786,-0.012322275,0.008538899,-0.026565465,-0.003809524,0.013346044,-0.013257576,-0.009505703,-0.007575758,0.011406844,0.000952381,-0.007611798,0.009514748,0.021863118,0.0056926,-0.007662835,0.015194682,0.018867925,-0.025641026,-0.017045455,-0.017061611,0.011538462,-0.023696682,0.004743833,-0.004752852,-0.006679389,-0.018147087,-0.064638783,-0.022770398,-0.08045977,-0.007590133,-0.025616698,0.002857143,0,0.009433962,-0.005698006,-0.009469697,-0.001899335,-0.012264151,-0.001899335,-0.009469697,-0.012392755,-0.003787879,0.001901141,-0.00379867,-0.05,-0.026590693,-0.0028463,0.025616698,-0.003809524,0.000953289,0,-0.00095057,-0.013270142,0,-0.017175573,0.030331754
Cells_AreaShape_Center_Y,0.018199234,-0.014634146,-0.010456274,0.006685769,-0.034123223,0.005714286,-0.004761905,0.079274117,0.034123223,0.02952381,0.012380952,-0.012380952,0.008555133,-0.004757374,-0.007662835,0.026341463,0.008555133,-0.021925643,0.033930254,-0.000952381,0.084285714,0.034220532,0.005708849,0.061010486,0.026390198,-0.003809524,-0.003809524,0.019120459,-0.034026465,-0.013346044,-0.010367578,-0.00952381,0,-0.036018957,0.007619048,-0.007619048,-0.010486177,0.004712535,-0.006666667,0.005703422,-0.017958412,-0.012333966,0.007554297,-0.000956938,-0.017175573,0.005719733,0.00620229,-0.024761905,0.019961977,0.018078021,0.0085796,0.012252592,0.02952381,0.03204524,-0.014285714,0.00286533,0.004739336,0.015238095,-0.031428571,0.023900574,-0.015122873,-0.002851711,0.010396975,0.012808349,-0.006610009,0.004784689,-0.004770992,-0.020038168,-0.01047619,-0.016917293,0.014285714,-0.015137181,-0.048571429,0.03250478,-0.020793951,0.042857143,-0.028041825,0.002854424,0.009505703,-0.002362949,-0.000948767,0.020774315,-0.008555133,0.006616257,-0.001897533,-0.015108593,-0.006673022,-0.001885014,-0.000952381,0.015209125,0.018903592,0.035104364,-0.006666667,0.049429658,0.016175071,-0.014299333,-0.009425071,-0.011428571,-0.010526316,-0.007633588,-0.026692088,0.008587786
Cells_AreaShape_Center_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cells_AreaShape_Compactness,-0.140655485,0.064163347,-0.003883961,-0.033322519,0.337301254,0.16069707,0.121315949,-0.024972302,0.371443022,0.267389314,0.318567668,0.061321694,-0.146268422,-0.03803868,0.297078822,0.441836759,0.196124225,-0.055536579,0.052008651,0.065174167,-0.104318392,0.093709869,0.201626154,-0.040481268,0.152794536,0.130850132,0.442207059,0.251764217,0.290905318,0.045025263,-0.055991081,0.023602958,-0.086923181,-0.021165403,-0.01386879,0.008838128,0.086853183,0.193628435,0.228526623,0.169910162,-0.05047738,0.045907111,0.042792206,0.027575716,-0.06362039,-0.072027918,0.069001267,0.176648088,0.168536798,-0.070092802,0.222546873,0.025095819,0.003479153,0.278448434,0.165893983,0.075195777,0.072723988,0.091928374,0.294026801,0.08586768,0.108925568,-0.073307076,-0.037874052,-0.024288057,0.030984413,-0.037378884,-0.122931327,-0.042311426,-0.078010243,-0.07369878,-0.017612356,-0.069335982,0.240285663,0.276548683,0.226466408,-0.141569099,0.070600556,0.091695991,0.002729115,0.008515569,-0.010416265,0.0676907,0.022760927,0.274216033,0.109057786,0.432851,-0.026663543,0.008345988,-0.054649185,0.277441749,0.026044666,0.055450264,-0.020467835,0.053397059,0.05561027,0.324014474,0.281637588,0.220385579,0.091574201,0.273199798,0.010257143,0.100661249
Cells_AreaShape_Eccentricity,-0.203466401,0.06199676,-0.047452084,-0.049931126,0.226074506,0.078156922,0.089646189,-0.076520251,0.260304031,0.175205584,0.259889611,0.078169769,-0.062906616,-0.002977729,0.243441918,0.34372205,0.235033954,-0.025216363,-0.015009205,0.033627664,-0.133866469,0.051361782,0.119939311,-0.081488236,0.115186232,0.089491195,0.322232977,0.215089143,0.213511521,0.048998308,-0.020524687,0.035897823,-0.115695589,-0.014244589,-0.042369521,-0.025088639,0.099822563,0.187597393,0.244746438,0.161984636,-0.030890147,0.079100949,0.066366337,0.053585911,-0.098962756,-0.035555521,0.012778272,0.171847043,0.311055841,0.107138773,0.215328796,-0.015526918,0.052859279,0.149520554,0.099464966,0.040395501,0.072375912,0.056716671,0.173268014,0.086777779,0.045059757,-0.110429798,-0.033129259,0.011512347,0.017778328,-0.123220224,-0.164095308,-0.08847625,-0.092236403,-0.08977089,-0.045324721,-0.075941217,0.123064938,0.265273951,0.09905098,-0.196533193,0.011378637,-0.02183398,-0.037499434,-0.026949595,0.000143311,0.045655076,-0.010416817,0.255226849,0.169916983,0.354499603,-0.018691278,0.012782522,-0.01709265,0.151119387,0.01746619,0.096997432,-0.033212138,0.029074264,0.006784183,0.25965708,0.328355504,0.260251021,0.132624958,0.283704823,0.129383535,0.134739062
Cells_AreaShape_EulerNumber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cells_AreaShape_Extent,0.09589587,-0.083943407,-0.064094732,0.01504421,-0.341473308,-0.186333009,-0.134397345,0.050064982,-0.3476529,-0.247379651,-0.253012832,-0.010576562,0.188054824,0.068362213,-0.192770535,-0.335491093,-0.128482973,0.061702322,-0.091179548,-0.100810308,0.071462121,-0.164422219,-0.180461254,0.019286328,-0.150667201,-0.113170832,-0.370942063,-0.216389478,-0.242396818,-0.014906663,0.074084679,-0.031390975,0.067433449,0.001106713,0.014093333,-0.001582804,-0.060603974,-0.172219112,-0.15986929,-0.116711615,0.080609352,-0.028786789,-0.03249786,-0.021736737,0.043379625,0.085586795,-0.07153986,-0.116567438,0.001946932,0.15407033,-0.135429264,-0.068816206,0.04061116,-0.31552793,-0.211265826,-0.076866586,-0.081201547,-0.10561863,-0.275492401,-0.136682582,-0.138148782,0.017929531,0.02903236,0.039699491,-0.038986689,-0.08413945,0.107846957,-0.001163242,0.078166329,0.078355621,2.75E-05,0.089206784,-0.24213647,-0.179850422,-0.24519692,0.108977669,-0.105286481,-0.126355067,-0.02857616,-0.04964062,0.000358119,-0.077795533,-0.070395472,-0.213275767,-0.024711722,-0.269411779,0.03286052,-0.031584054,0.041431548,-0.314260414,-0.049343916,-0.006889315,-0.001209006,-0.07134405,-0.093143488,-0.288989578,-0.1184904,-0.161915001,-0.005745334,-0.143289467,0.11993767,0.004433472
Cells_AreaShape_FormFactor,-0.070754308,-0.242174325,-0.264419237,-0.191823151,-0.522845132,-0.327045357,-0.338968586,0.096086443,-0.379420025,-0.303991889,-0.237866059,0.032792976,0.283312889,0.121870476,-0.136878527,-0.324798734,-0.087286359,0.00990471,-0.12843657,-0.135313921,-0.089097683,-0.285648522,-0.282426231,-0.184636547,-0.385230208,-0.281435319,-0.47757858,-0.310435448,-0.326606969,0.003618046,0.095616049,-0.129545114,0.018351464,-0.018274426,-0.045518453,-0.015122394,-0.180812212,-0.331898132,-0.28797297,-0.223366016,0.142736253,-0.193001828,-0.096492082,-0.131197658,-0.079944457,-0.067659779,-0.25864433,0.115054269,0.167172032,0.24768582,-0.117788542,-0.132683915,-0.006383473,-0.354424914,-0.302101283,-0.302304076,-0.251216545,-0.33634124,-0.513529718,-0.303490446,-0.29166767,-0.212487176,0.035349211,-0.149194042,-0.217682329,-0.228307939,-0.091822148,-0.225754348,0.036906066,0.132199388,0.013785828,0.115789584,-0.386064945,-0.1711143,-0.363280174,-0.048845344,-0.242408302,-0.169949998,-0.247156955,-0.098814093,-0.22928514,-0.262248875,-0.029945857,-0.117026173,0.024947327,-0.184166482,0.052271105,-0.003825978,0.053092925,-0.380703581,-0.036165394,-0.155366586,-0.172120985,-0.170780269,-0.239097044,-0.281046873,-0.096587825,-0.23838346,0.119463178,0.072534917,0.172139556,0.094913677
Cells_AreaShape_MajorAxisLength,0.078173569,0.295669227,0.167344651,0.19651806,0.590282242,0.235925242,0.344231613,-0.048578032,0.357863851,0.426270877,0.322261118,-0.01886398,-0.015647603,-0.062278275,0.173596905,0.428733547,0.077432786,0.05071425,0.036084021,0.103242079,0.112104514,0.432632093,0.376825058,0.178607462,0.33651197,0.332536532,0.320580159,0.300948442,0.244099474,-0.061623016,-0.127316187,-0.011107192,-0.177491645,-0.028060539,-0.197387907,-0.098806581,0.249979123,0.303508394,0.443929091,0.192564253,-0.070983136,0.159161401,0.081144855,0.16634044,0.043293824,0.068422379,0.264234984,0.020705351,0.088942555,0.045513753,0.250115461,0.098495201,0.254638812,0.411494282,0.45096192,0.311096914,0.338121973,0.289532114,0.335330234,0.225174089,0.204318178,0.260099112,0.067190093,0.351074558,0.248040106,0.162421695,0.129519729,0.406035351,-0.102429499,-0.086618088,-0.08727886,-0.13011972,0.367384796,0.691141994,0.572882228,0.006689591,0.318722583,-0.007130473,0.363589948,0.113402882,0.405673114,0.297828927,-0.013576603,-0.021166254,0.187452295,0.141577114,-0.059147523,-0.040779693,-0.046541655,0.753689775,0.067305103,0.739005347,0.13997237,0.201919521,0.138789608,0.365345268,0.172805674,0.416162728,0.079084407,-0.010114169,0.071346757,-0.096487717
Cells_AreaShape_MaxFeretDiameter,0.086711395,0.295898953,0.186788004,0.21062656,0.594043976,0.252272038,0.356205108,-0.057270329,0.365888788,0.43571489,0.331602697,-0.023986429,-0.012716426,-0.072572492,0.167565181,0.445402397,0.07060691,0.053644027,0.040718324,0.120908792,0.132016313,0.464924116,0.384616292,0.177023167,0.329389013,0.331591548,0.338658797,0.312355399,0.261578627,-0.069003912,-0.131431582,-0.009400467,-0.180928403,-0.02805274,-0.203253418,-0.104556589,0.259725196,0.309361188,0.457015355,0.202828814,-0.08021224,0.166655205,0.081582403,0.172792908,0.045035857,0.068845539,0.266650802,0.012803215,0.080940264,0.043668268,0.251953998,0.108297081,0.24879334,0.428089028,0.474906289,0.324698447,0.334620141,0.301522886,0.357930176,0.260918243,0.228712076,0.279620804,0.064457485,0.361505517,0.253887675,0.200490092,0.134737376,0.42551448,-0.110978476,-0.083606891,-0.078052672,-0.140026723,0.370081242,0.685361836,0.554615099,0.013573337,0.321598513,-0.00788771,0.382397681,0.104738177,0.419727707,0.296238143,-0.001266584,-0.011887347,0.181529193,0.158179452,-0.06044323,-0.035520448,-0.041990266,0.79031047,0.060925867,0.744256416,0.154174235,0.205881341,0.148496439,0.38608096,0.172058943,0.426700955,0.069846123,-0.013844595,0.041877217,-0.09664848
Cells_AreaShape_MaximumRadius,0.321085152,0.328299842,0.234428804,0.345847436,0.324026264,0.157446644,0.336170462,-0.035812735,0.123253163,0.259416225,0.111036926,-0.100189575,0.191488726,-0.04468959,-0.090435876,0.197433435,-0.119386748,0.167108727,0.061421834,0.119783139,0.341008312,0.451586937,0.31752304,0.311146091,0.222611336,0.252262857,-0.037201132,0.120126066,0.042897649,-0.16534998,-0.147177107,-0.060535023,-0.169947316,-0.035919045,-0.27468638,-0.147364072,0.283582449,0.20454017,0.327845438,0.060183881,-0.060550438,0.159212774,0.08762282,0.214034195,0.112076315,0.165957987,0.298407621,-0.221575707,-0.020066393,0.133729023,0.098972656,0.097836125,0.318978252,0.245775248,0.436996207,0.35383231,0.327185277,0.27603812,0.109545031,0.247279566,0.159356827,0.512481362,0.101954036,0.507964977,0.296685288,0.327682673,0.364114656,0.609110972,-0.046916464,-0.021971111,-0.086890241,-0.12960937,0.164144941,0.641200073,0.397200338,0.233315909,0.252174211,-0.085410249,0.547041144,0.123351752,0.579476944,0.321226063,-0.044475291,-0.219019413,0.123724626,-0.12865925,-0.085219054,-0.089857544,-0.012657297,0.736410972,0.067770132,0.892422084,0.257628198,0.166222581,0.120455182,0.142358075,-0.011979301,0.285458507,-0.02455209,-0.226496898,0.050135391,-0.196178775
Cells_AreaShape_MeanRadius,0.335415619,0.317034491,0.196091198,0.339209907,0.259542999,0.088896337,0.285842425,0.007366195,0.067971496,0.211702714,0.079451841,-0.099112419,0.269727182,-0.024336967,-0.093985169,0.160601894,-0.112823414,0.192144119,0.030536919,0.109493404,0.355877304,0.415001743,0.275504852,0.296215256,0.177709929,0.230427905,-0.105549326,0.089397488,-0.041355427,-0.179600185,-0.140128344,-0.080175845,-0.182011808,-0.0370624,-0.29876799,-0.167354763,0.276339346,0.178744385,0.305117616,0.044236516,-0.051122297,0.151378346,0.072721137,0.21944164,0.109593033,0.175754954,0.278334547,-0.201711694,0.048152603,0.243655924,0.096298122,0.087756637,0.355135241,0.186790635,0.406185142,0.321285102,0.316241235,0.215190896,0.049895011,0.221668771,0.10063961,0.509943922,0.108119667,0.530060354,0.287252305,0.255363358,0.357036111,0.601769086,-0.06212432,-0.020433132,-0.100480364,-0.121939231,0.10813161,0.701111747,0.332483633,0.235784768,0.203810641,-0.133357303,0.53760238,0.106957531,0.583863587,0.310371497,-0.05561025,-0.247552659,0.173212056,-0.157283457,-0.079711701,-0.099498265,0.002942207,0.722730279,0.057938714,0.924743739,0.230699453,0.159361966,0.081435127,0.115152093,0.001797471,0.289794931,-0.009003981,-0.22407495,0.126861813,-0.188515009
Cells_AreaShape_MedianRadius,0.331715724,0.309070187,0.171583805,0.331899869,0.190811713,0.01366835,0.252952575,0,0.024103322,0.120596094,0.033196882,-0.040861611,0.314383733,0,-0.038163903,0.141674812,-0.072015211,0.187735664,0.022188631,0.03778555,0.367333999,0.326813269,0.291054051,0.287658541,0.163309148,0.195322003,-0.164534475,0.101918537,-0.081623646,-0.190203436,-0.115649188,-0.157328336,-0.219456358,-0.066162236,-0.352215858,-0.186339181,0.25476308,0.170083022,0.241949006,0.026480873,-0.033399756,0.099548046,0.080628604,0.191069187,0.096079091,0.163491409,0.265526269,-0.167351551,0.059289771,0.348060317,0.072047497,0.087086049,0.332870521,0.12213205,0.332870521,0.331899869,0.247647335,0.120596094,0,0.200881021,0,0.464355956,0.115212755,0.527853045,0.334148545,0.182288653,0.327511748,0.59837531,-0.090291561,-0.022239724,-0.152452,-0.115662655,0.026189639,0.82789504,0.1946456,0.270494424,0.16471319,-0.144963309,0.475631792,0.102771009,0.538305686,0.334148545,-0.108727346,-0.226611743,0.183611216,-0.1267119,-0.036834597,-0.099741003,0,0.65074374,0.090243749,0.883793727,0.258168877,0.130338299,0.063272985,0.072047497,0.022188631,0.241949006,0.018841782,-0.230860385,0.163491409,-0.189458547
Cells_AreaShape_MinFeretDiameter,0.303247435,0.302062909,0.255201602,0.325373316,0.423942131,0.229560008,0.346743766,0.000244742,0.167656003,0.327682461,0.128804451,-0.107420653,0.023257399,-0.0773718,-0.062978632,0.14974147,-0.128076456,0.11935321,0.096042156,0.087595256,0.291647531,0.462427755,0.328353675,0.352577393,0.282838613,0.313366423,0.005965005,0.145933938,0.01706118,-0.127836823,-0.136212251,-0.049129495,-0.105545577,-0.023301553,-0.19521517,-0.087976469,0.233160051,0.207401782,0.261167422,0.04962038,-0.06345101,0.12961857,0.057123217,0.18128419,0.12126835,0.112290711,0.278707775,-0.213450797,-0.193331895,-0.081892926,0.040013294,0.121656556,0.221501843,0.353015165,0.473170563,0.361952017,0.331190312,0.293269342,0.188808165,0.201285961,0.161196832,0.444633148,0.108641227,0.416422293,0.267905486,0.396046639,0.318313173,0.57244322,-0.042933191,-0.020536915,-0.065622612,-0.107989158,0.274409952,0.410800647,0.489023797,0.215557326,0.312512173,0.030345334,0.513417005,0.12906937,0.495075009,0.305790885,-0.003631002,-0.231148607,0.041919599,-0.19360017,-0.078504493,-0.076219845,-0.057678856,0.762835102,0.058229731,0.732816463,0.235025436,0.204587442,0.1752743,0.124703934,-0.125229552,0.184098875,-0.074211486,-0.268430745,-0.069267201,-0.230282947
Cells_AreaShape_MinorAxisLength,0.317248645,0.292845645,0.24185347,0.33580814,0.369495091,0.208072524,0.337740377,-0.001143259,0.106619193,0.304405322,0.097186145,-0.112268623,0.042577183,-0.074957828,-0.096281501,0.105689906,-0.150512996,0.120836359,0.083951627,0.085493489,0.292985568,0.422354833,0.298363143,0.348039797,0.260579104,0.301945336,-0.016093245,0.11260736,0.017079016,-0.132351874,-0.137942382,-0.05388591,-0.100809756,-0.033791786,-0.19854342,-0.092971573,0.22902552,0.183295063,0.239235727,0.045306821,-0.058563408,0.131614317,0.058771231,0.181736497,0.126087608,0.126510532,0.289134965,-0.235049543,-0.186821013,-0.069495111,0.042178786,0.114045901,0.235698029,0.285156482,0.441666913,0.359832205,0.316844212,0.289568668,0.17274887,0.192701431,0.159328704,0.461883435,0.110524229,0.433671866,0.268578268,0.389350379,0.333487826,0.594918047,-0.030986477,-0.00611588,-0.070292398,-0.102577372,0.267238543,0.433826662,0.500333293,0.232317765,0.265784448,0.016580362,0.520035088,0.144428822,0.513562191,0.317573458,-0.018464775,-0.235285299,0.046171862,-0.197189551,-0.071685012,-0.076956853,-0.055637106,0.722329399,0.069556083,0.75302725,0.24301789,0.176823581,0.169213277,0.096532093,-0.111399432,0.155455868,-0.066321139,-0.262946943,-0.052247111,-0.214695655
Cells_AreaShape_Orientation,0.000280673,0.078888124,-0.042215004,0.009580836,-0.001706561,0.05456374,-0.026955942,-0.15264138,0.015031692,-0.010575644,-0.026036002,-0.126274819,-0.006371456,-0.041529168,0.036155718,-0.035784211,0.041782994,-0.057798132,0.001673094,0.05943533,0.004568937,0.012449143,0.008351255,0.106945173,-0.006377355,0.017403234,-0.045719169,-0.066480356,-0.023876683,0.007313952,-0.010547426,0.004769216,-0.018394298,-0.007635349,-0.008217939,0.00475829,-0.065898567,-0.044289971,-0.020368388,-0.053490165,0.018014322,-0.031581758,0.072624707,-0.044925896,-0.032546656,-0.003105864,0.059726641,-0.009987658,-0.108103325,0.015000549,-0.054167126,0.017698951,-0.054718227,0.032576488,-0.03143605,0.004605877,-0.014285043,0.008073215,0.001408558,0.061273429,0.015965463,0.052365865,-0.002424509,0.005591851,-0.00416385,-0.006406501,-0.00347826,0.045938476,0.034354559,-0.018023323,-0.006878552,0.011263768,-0.021737945,-0.097730903,-0.114463333,-0.050041177,-0.024543407,0.003939928,0.015540758,-0.06777338,-0.035458776,-0.004534325,0.004839391,0.049969511,0.022750149,0.248203609,0.118050283,-0.000181083,0.026500832,-0.030072024,-0.075788169,-0.009574139,-0.061531953,0.03001176,0.000751386,-0.084262279,0.010037859,0.016084304,-0.001157336,0.14608488,-0.057755975,-0.037679725
Cells_AreaShape_Perimeter,0.170324469,0.329376031,0.301774888,0.310049486,0.761336884,0.353568001,0.437272032,-0.034837526,0.372081763,0.423352708,0.272379218,-0.054436924,-0.068004904,-0.092801943,0.102420262,0.384318909,0.020411248,0.065543663,0.071423657,0.122816843,0.187935593,0.524360329,0.383804372,0.282606978,0.465841805,0.385783812,0.346687539,0.317926566,0.236814695,-0.06954375,-0.117706047,0.038949188,-0.119147316,-0.011888539,-0.128113664,-0.06147776,0.278867114,0.377669431,0.426044664,0.201866986,-0.092166356,0.208306007,0.094091234,0.203934301,0.088508253,0.113630907,0.324150397,-0.106209391,-0.063940676,-0.075240119,0.169755744,0.134666714,0.183101901,0.456663147,0.487237426,0.419635256,0.372417252,0.42511664,0.448619286,0.322549354,0.276979302,0.386408211,0.052519051,0.376238465,0.286415353,0.326303886,0.213898624,0.490615012,-0.06665602,-0.084560906,-0.0648764,-0.124899592,0.424758923,0.497609033,0.556216749,0.099524647,0.392957533,0.064095275,0.466759152,0.115007468,0.47486306,0.33824735,-0.00045703,-0.061817332,0.084488126,0.048845623,-0.064228921,-0.037306191,-0.05428359,0.788344651,0.050594225,0.673671473,0.226195464,0.220657525,0.227848311,0.332347844,0.072143334,0.36180691,-0.041554335,-0.1281371,-0.056310696,-0.145378534
Cells_AreaShape_Solidity,-0.001727536,-0.089874831,-0.122221964,-0.049464102,-0.389194242,-0.242259157,-0.178199058,0.10025457,-0.330894836,-0.257856014,-0.194977672,0.044248148,0.23187919,0.090978894,-0.116353227,-0.25094516,-0.031462359,0.043592856,-0.172725047,-0.112151728,0.01227228,-0.232618711,-0.209494883,-0.08084191,-0.232179994,-0.15993491,-0.297854648,-0.191246854,-0.19168138,-0.015782365,0.077236042,-0.033946194,0.015783463,-0.011782445,-0.0088718,-0.029595404,-0.056506097,-0.173262696,-0.120067358,-0.082793445,0.074530666,-0.024766762,-0.019071801,-0.031716295,-0.005633056,0.065890741,-0.120467588,0.015451496,0.227221091,0.270085934,-0.030176439,-0.118835843,0.073727433,-0.395853876,-0.252905875,-0.133413545,-0.122099243,-0.151280993,-0.330657813,-0.162319404,-0.182105654,-0.038616249,0.014689822,0.037978787,-0.063872921,-0.18179376,0.013529956,-0.064416935,0.047095509,0.051356827,-0.018900101,0.074925764,-0.301607535,0.002129282,-0.291169483,0.036838589,-0.17533552,-0.202878185,-0.082279088,-0.083691224,-0.011085733,-0.109814807,-0.101840217,-0.058167193,0.065523243,-0.075994893,0.049198025,-0.02187467,0.047392059,-0.349838395,-0.052100476,0.025455261,-0.048485849,-0.12846111,-0.147853553,-0.214360445,0.107778845,-0.073015937,0.053265107,0.069277325,0.214667143,0.092075655
Cells_AreaShape_Zernike_0_0,0.162837937,-0.110764224,-0.033744592,0.03189151,-0.360717367,-0.182982138,-0.147446767,0.114174604,-0.400530203,-0.276486341,-0.342532221,-0.058500059,0.166003289,0.059223819,-0.276601624,-0.451605983,-0.220342872,0.062286521,-0.054576409,-0.112166314,0.111396486,-0.157604498,-0.219320896,0.077605072,-0.157332371,-0.124567259,-0.472371018,-0.290882603,-0.351106737,-0.038798444,0.064209547,-0.046507403,0.12294302,0.013745672,0.042233926,0.035527394,-0.110719523,-0.220735351,-0.280798614,-0.196196277,0.069808391,-0.073127472,-0.057492876,-0.043042101,0.072442186,0.077195194,-0.0895155,-0.179278831,-0.232848356,0.022818538,-0.24034175,-0.043851539,-0.007616967,-0.284361148,-0.224248673,-0.092846398,-0.106048032,-0.119492134,-0.335214771,-0.182458474,-0.179514123,0.058749002,0.039761329,-0.008544415,-0.066297116,0.02314577,0.157473592,0.050381094,0.109882771,0.117957316,0.023666251,0.124948101,-0.258357022,-0.303874266,-0.266460121,0.178095628,-0.075413913,-0.065722397,-0.014418342,-0.032486102,-0.016844575,-0.112003836,-0.032698867,-0.337083637,-0.140175922,-0.494602128,0.021833997,-0.044996582,0.027870828,-0.291061795,-0.055057509,-0.110043877,0.007018245,-0.063436812,-0.068308248,-0.329734938,-0.329286082,-0.290619488,-0.10257041,-0.297365387,-5.28E-05,-0.119520364
Cells_AreaShape_Zernike_1_1,0.119558926,-0.046223895,0.020991986,0.014871687,-0.142919631,-0.083833093,-0.055990923,0.087308457,-0.168288234,-0.116717633,-0.133490828,-0.048769649,0.067104064,0.000848558,-0.183427153,-0.241255574,-0.130992833,0.010899824,-0.002912318,-0.023889594,0.076323906,-0.055243728,-0.073345542,0.040786976,-0.092593705,-0.079709338,-0.214343779,-0.109703042,-0.122736985,-0.027984918,0.020084917,-0.014138822,0.062322855,-0.013246261,0.015590715,-0.011002625,-0.066013052,-0.125270395,-0.155346956,-0.108089942,-0.00196136,-0.073688359,-0.044634455,-0.033297668,0.059471128,-0.002443937,-0.030690155,-0.087894025,-0.179586068,-0.039914497,-0.146986979,0.007472884,-0.062350562,-0.074835479,-0.066017815,-0.034115893,-0.054505468,-0.038847096,-0.125014897,-0.052992557,-0.052901679,0.062117101,0.024538258,-0.006827628,-0.008755729,0.072766867,0.09359542,0.059413281,0.047054204,0.057212966,0.03450418,0.034985506,-0.071087785,-0.131399184,-0.093627426,0.099639778,-0.026780752,-0.005425768,0.022812415,-0.000381535,-0.00944962,-0.03089199,0.028446585,-0.148491642,-0.08164676,-0.189733426,0.02457366,0.000606324,0.016397635,-0.059026787,0.002879447,-0.026640082,0.01823317,-0.010994189,-0.030101734,-0.191962168,-0.215753355,-0.141679463,-0.091145464,-0.18564097,-0.067846944,-0.104276925
