Features,Subj1,Subj2,Subj3,Subj4,Subj5,Subj6,Subj7,Subj8,Subj9,Subj10,Subj11,Subj12,Subj13,Subj14,Subj15,Subj16,Subj17,Subj18,Subj19,Subj20,Subj21,Subj22,Subj23,Subj24,Subj25,Subj26,Subj27,Subj28,Subj29,Subj30,Subj31,Subj32,Subj33,Subj34,Subj35,Subj36,Subj37,Subj38,Subj39,Subj40,Subj41,Subj42,Subj43,Subj44,Subj45,Subj46,Subj47,Subj48,Subj49,Subj50,Subj51,Subj52,Subj53,Subj54,Subj55,Subj56,Subj57,Subj58,Subj59,Subj60,Subj61,Subj62,Subj63,Subj64,Subj65,Subj66,Subj67,Subj68,Subj69,Subj70,Subj71,Subj72,Subj73,Subj74,Subj75,Subj76,Subj77,Subj78,Subj79,Subj80,Subj81,Subj82,Subj83,Subj84,Subj85,Subj86,Subj87,Subj88,Subj89,Subj90,Subj91,Subj92,Subj93,Subj94,Subj95,Subj96,Subj97,Subj98,Subj99,Subj100,Subj101,Subj102
Cells_Texture_InfoMeas2_Mito_5_03,0.118149199,0.167650442,0.389761683,0.197889999,0.234486984,0.455120235,0.537934952,0.332055302,0.229988309,0.495915457,0.406839886,-0.171316513,-0.285840411,-0.098058532,-0.076144411,0.187660047,0.001346,0.126290086,0.122637012,0.437988182,0.363325448,0.384271891,0.350244827,0.112067302,0.255483173,0.170188286,-0.460389942,0.361460855,-0.023912888,-0.107333023,-0.043677938,0.308280629,-0.19241941,0.225583743,0.002659945,0.117279723,0.121671795,0.150114678,0.190682318,-0.152438292,-0.065398662,-0.068519462,-0.45348222,-0.042602422,0.040044793,-0.078993759,-0.383432429,0.071978461,-0.274869566,0.068356858,-0.114005977,0.224871033,0.328332623,0.317434928,0.256898769,0.014214201,0.105476811,0.207055229,-0.308510801,0.388189728,0.296138993,0.081257908,-0.085068352,0.122335869,-0.342389889,0.351700275,-0.01498896,0.121866821,-0.06484731,-0.13081331,0.078848271,-0.221372576,-0.023980918,0.333583491,-0.133820075,0.303685467,0.229948792,0.115771651,0.152310398,-0.037232184,0.2121397,0.014442681,0.282369075,-0.063929106,-0.016167899,-0.317316652,-0.239766191,0.21578832,0.246463479,0.236282258,0.061470644,0.406046888,-0.002854608,0.006841137,0.031767063,0.324379969,-0.283784105,0.176565206,0.070926854,-0.727250312,-0.13682517,-0.634822896
Cells_Texture_InverseDifferenceMoment_AGP_10_00,-0.112812774,0.369930975,0.298842731,0.061282016,0.237595923,0.240183228,0.253176988,0.202137285,0.098325457,0.092422035,0.139335598,0.27937223,0.364518214,-0.075953295,-0.185714962,-0.034940718,0.05714473,0.08024634,0.263463536,0.611572108,0.150892793,-0.155420297,0.146418002,0.204585913,0.08982065,0.20289008,-0.138507691,0.048953521,0.008863164,0.082954037,-0.019689943,0.886877895,-0.056210774,0.25142901,0.407542859,0.16115655,0.135050865,0.227488375,0.355557229,-0.310044924,-0.197092834,0.027453356,-0.039325149,0.220029321,-0.192437945,-0.06739317,0.302145108,-0.363334038,-0.710825425,-0.439823355,-0.615399044,0.011538106,-0.475416283,0.049408016,0.148742703,0.074378088,0.27762298,0.28382338,-0.099293463,0.235722467,0.166722603,0.116896145,-0.154090388,0.010219905,-0.338035231,0.012039406,0.132175471,0.379405089,0.340224222,0.255524386,-0.02927279,-0.098542549,-0.651439984,0.188735718,-0.573886274,0.095122328,-0.08845761,0.114265281,-0.084112114,-0.214524844,0.122745257,0.065655902,-0.254786445,-0.516601789,-0.302507681,-0.529528217,-0.20036683,-0.232680298,0.035358806,-0.173360689,-0.308426521,0.109899319,-0.022767217,-0.047232665,0.061613926,-0.094201988,-0.710822585,0.34860526,-0.416984281,-0.620410381,-0.182908356,-0.559945549
Cells_Texture_InverseDifferenceMoment_AGP_10_01,-0.10543554,0.403316147,0.270809423,0.089597742,0.212828318,0.203753405,0.247972549,0.074923871,0.090391194,0.112558649,0.147916718,0.23823858,0.329455366,-0.087242422,-0.178388916,0.006035543,0.07781668,0.058840815,0.259025844,0.626914699,0.107532852,-0.146522111,0.161664505,0.219472417,0.083751898,0.230135264,-0.094071303,-0.001051838,0.012782811,0.075448705,-0.016873828,0.907628871,-0.049639726,0.24888583,0.387840093,0.146034209,0.132713494,0.217776718,0.375300774,-0.248471659,-0.184694116,0.074948224,0.03277953,0.20775641,-0.179006709,-0.037668986,0.347508136,-0.353704492,-0.652209064,-0.41603197,-0.571383601,0.045411751,-0.452517117,0.087344197,0.166475497,0.095605533,0.268821206,0.282978286,-0.077951725,0.17340518,0.171748069,0.154325587,-0.151573901,0.062660309,-0.294533714,0.050421449,0.150129404,0.444773032,0.346664411,0.249469052,-0.047703814,-0.088933403,-0.597841789,0.17490613,-0.504907964,0.08658471,-0.105617055,0.097526455,-0.049782042,-0.2173748,0.150972873,0.089444603,-0.245751359,-0.490428891,-0.238901039,-0.338737529,-0.13000747,-0.212077754,0.039981804,-0.152180312,-0.295778567,0.163751248,0.008904238,-0.037273597,0.064406633,-0.120875738,-0.625609002,0.377277327,-0.407184982,-0.526870741,-0.164777291,-0.492948982
Cells_Texture_InverseDifferenceMoment_AGP_10_02,-0.117520418,0.36994791,0.281306531,0.084329493,0.207249436,0.174925056,0.259780083,0.232491426,0.084827857,0.132504303,0.163355509,0.27420342,0.335951193,-0.094184102,-0.161794409,0.029058304,0.051551215,0.086460635,0.273226515,0.631564951,0.104668539,-0.151983653,0.145410512,0.19692915,0.07005149,0.208572124,-0.144526541,0.039880644,-0.030932327,0.057099252,-0.035770341,0.883070358,-0.068530238,0.257669644,0.408292961,0.163674453,0.154664893,0.206946759,0.361260689,-0.27377856,-0.192110995,0.010593921,-0.013613541,0.19681231,-0.220521837,-0.066510437,0.257582834,-0.340604341,-0.670171914,-0.443525977,-0.569460966,0.036050525,-0.464560976,0.084147483,0.154130384,0.058673158,0.266833426,0.298655558,-0.145110891,0.208701758,0.176384167,0.130831763,-0.158533326,-0.008818477,-0.3246829,0.022059511,0.128156635,0.389192253,0.318804128,0.255776636,-0.023574461,-0.098550768,-0.644561763,0.220431003,-0.557703408,0.096931623,-0.115312449,0.126742334,-0.067329286,-0.220602885,0.135889289,0.050142075,-0.23081643,-0.562438641,-0.251345025,-0.378739751,-0.158391042,-0.228664465,0.040979507,-0.16092356,-0.293998479,0.165094847,0.002872242,-0.046887112,0.075228622,-0.134374592,-0.707270675,0.31854399,-0.427125884,-0.526767075,-0.134796746,-0.536019035
Cells_Texture_InverseDifferenceMoment_AGP_10_03,-0.105000775,0.367836233,0.285529314,0.087426849,0.218227531,0.171360257,0.260944149,0.268584632,0.077394771,0.124855227,0.15911036,0.325014691,0.332178673,-0.060931373,-0.206521044,0.014772499,0.060289275,0.079433453,0.237170424,0.602465192,0.106997417,-0.150437333,0.155852635,0.179767118,0.075276689,0.219334369,-0.072411239,0.04533665,0.026225862,0.077163436,-0.012799833,0.899847063,-0.038568628,0.254109395,0.397325058,0.155296342,0.156332717,0.238048718,0.386261296,-0.233395898,-0.186544535,0.08734435,-0.001301597,0.236781292,-0.162111385,-0.038371919,0.329013722,-0.356946175,-0.635174504,-0.426758167,-0.561272473,0.036557106,-0.445881487,0.08293159,0.178584917,0.094259721,0.277668597,0.277301552,-0.081616796,0.139766263,0.167595243,0.139545996,-0.16011026,0.054720123,-0.294436046,0.055067065,0.157173177,0.440167238,0.319841653,0.263935744,-0.048162649,-0.095201224,-0.593035391,0.228417521,-0.454472178,0.119341934,-0.095371669,0.09048715,-0.061142273,-0.201900793,0.165038868,0.094646517,-0.253884098,-0.501084221,-0.250346741,-0.413776779,-0.170714984,-0.21570261,0.030392549,-0.140029745,-0.284769764,0.162040815,0.02769315,-0.046505241,0.060003377,-0.080231344,-0.634811314,0.373682768,-0.394372773,-0.565367994,-0.13744889,-0.488124509
Cells_Texture_InverseDifferenceMoment_AGP_20_00,-0.092067456,0.374622291,0.27646874,0.087956952,0.214805035,0.195816829,0.249124222,0.119395685,0.07999069,0.088151173,0.137597975,0.270556696,0.311677941,-0.055363663,-0.21116095,0.001260901,0.071133868,0.043511598,0.222861775,0.592696159,0.120714852,-0.142401546,0.163286143,0.19490056,0.088598378,0.231756063,-0.054685379,0.005174829,0.030296292,0.108975833,-0.004343585,0.909856621,-0.01310493,0.255498921,0.377762331,0.1539748,0.133895384,0.23476303,0.387996457,-0.204873045,-0.162225381,0.141645699,0.031984013,0.233025782,-0.139687427,-0.021511478,0.409612539,-0.371746986,-0.60750568,-0.406520128,-0.531423118,0.039342007,-0.43511686,0.063169743,0.178628101,0.136548776,0.294089497,0.269013813,-0.029343067,0.11143616,0.147497591,0.158548742,-0.148436877,0.108068996,-0.269940417,0.082394919,0.182583961,0.484456068,0.349542312,0.255530951,-0.077765758,-0.08249011,-0.546694427,0.119226922,-0.456367367,0.088183925,-0.083985162,0.069819031,-0.042802529,-0.194928067,0.164927734,0.127951215,-0.266706387,-0.45555489,-0.235219017,-0.34343264,-0.137583827,-0.201058954,0.025300148,-0.151646575,-0.281979333,0.138354037,0.035494457,-0.024287562,0.050769307,-0.095565349,-0.564891542,0.414012482,-0.348241962,-0.543569404,-0.160068494,-0.428497734
Cells_Texture_InverseDifferenceMoment_AGP_20_01,-0.091535382,0.373287546,0.229478702,0.088304126,0.169792802,0.151067638,0.224099372,0.030652608,0.060166818,0.071865251,0.136319716,0.239289515,0.282611143,-0.066040692,-0.194844839,0.002466623,0.087075824,-0.001873007,0.192719206,0.588485439,0.064692465,-0.155881681,0.156212707,0.183517003,0.06825614,0.244334718,-0.05493934,-0.034910143,-0.003500398,0.123456235,-0.003482491,0.920834659,0.007776777,0.248382029,0.357756313,0.167278015,0.114499546,0.213601354,0.384990444,-0.150397248,-0.148534333,0.151212882,0.080494151,0.203751966,-0.114895885,-0.022399753,0.456625878,-0.349964638,-0.553310655,-0.404982698,-0.466438298,0.050986168,-0.410334306,0.064321699,0.171422747,0.144393227,0.275262639,0.246625079,-0.065612448,0.032823543,0.10145387,0.156933624,-0.140699262,0.113217049,-0.238065057,0.128823054,0.197782884,0.534955439,0.350544742,0.254609926,-0.091918278,-0.056029468,-0.533673099,-0.014117508,-0.500493548,0.084266444,-0.088087852,0.078244531,-0.028437647,-0.195411671,0.143528012,0.144209683,-0.260980867,-0.416824044,-0.203767144,-0.190990365,-0.082211558,-0.19051323,0.02081344,-0.15686186,-0.271262242,0.130454894,0.064314909,-0.015188691,0.043481038,-0.094925247,-0.495515986,0.417501517,-0.319323715,-0.459562879,-0.145507975,-0.348005201
Cells_Texture_InverseDifferenceMoment_AGP_20_02,-0.095418453,0.395470872,0.251381208,0.103205506,0.185840909,0.140087495,0.24761988,0.155340783,0.074199481,0.109819406,0.151685858,0.271702469,0.299789782,-0.067464256,-0.195173349,0.057015087,0.069172649,0.047799477,0.23223991,0.606706145,0.035069739,-0.136649082,0.167050993,0.183026456,0.067822836,0.237202461,-0.0579648,-0.003519115,0.016641141,0.091155344,-0.0110031,0.9127899,-0.023579927,0.255164573,0.375634938,0.154240017,0.146712917,0.217070866,0.393915751,-0.179358584,-0.166003322,0.121544211,0.047316253,0.218518005,-0.144839392,-0.023098374,0.375962053,-0.352225251,-0.580464311,-0.40393289,-0.503804948,0.064412344,-0.429074255,0.101172957,0.188800832,0.122934687,0.2741699,0.272590187,-0.064134361,0.084957962,0.148815478,0.166952381,-0.15192722,0.089228734,-0.250593075,0.102456552,0.183972084,0.500303638,0.335860831,0.257540852,-0.069496052,-0.079684875,-0.523446829,0.135534192,-0.43275412,0.102495417,-0.098276897,0.087216713,-0.033207021,-0.203841603,0.176689531,0.113525574,-0.249835212,-0.478768575,-0.20203979,-0.252402373,-0.110235288,-0.191260697,0.029176741,-0.140479561,-0.268419957,0.18828207,0.062481019,-0.017787766,0.056512055,-0.115428595,-0.560594552,0.393287688,-0.354697192,-0.484086713,-0.120443671,-0.411184121
Cells_Texture_InverseDifferenceMoment_AGP_20_03,-0.089037026,0.333475855,0.240463382,0.088884155,0.171808437,0.129406787,0.238846747,0.126033102,0.044762197,0.084242964,0.135027314,0.313901503,0.288738054,-0.04719431,-0.214559363,0.009376764,0.07911406,0.014548931,0.179424545,0.578933787,0.045513956,-0.1481975,0.149357273,0.160428264,0.071228249,0.23808863,-0.02723183,-0.019082137,0.004192958,0.122713692,-0.002226681,0.913396761,0.016325017,0.250287982,0.372375888,0.16664662,0.126569483,0.232179608,0.398917475,-0.135177154,-0.152157107,0.165563274,0.053822573,0.232659457,-0.106221709,-0.019387667,0.425738084,-0.34946354,-0.540545856,-0.410848229,-0.462195565,0.041613344,-0.405408856,0.052616383,0.189101834,0.145677998,0.282109842,0.247347209,-0.049251822,0.026884005,0.089287563,0.142740086,-0.151099134,0.107082445,-0.238052172,0.122822588,0.194576174,0.525330039,0.334407935,0.26118759,-0.085695044,-0.066136888,-0.541261165,-0.003658059,-0.496287365,0.111470946,-0.089801454,0.072404469,-0.033000791,-0.184687824,0.161918297,0.142367004,-0.261063698,-0.428779273,-0.207411781,-0.230696409,-0.110522695,-0.195177853,0.010334819,-0.147645287,-0.264224892,0.128882036,0.070347607,-0.027509123,0.033408553,-0.073705016,-0.508632213,0.414806977,-0.306215428,-0.490051411,-0.125731014,-0.349034354
Cells_Texture_InverseDifferenceMoment_AGP_5_00,-0.132574599,0.314721262,0.300739577,0.038670248,0.218661437,0.254170368,0.224326948,0.221694761,0.077206913,0.042127502,0.11189892,0.293284735,0.389429803,-0.083203565,-0.156381515,-0.118031013,0.031851359,0.076990898,0.278119373,0.578995772,0.179534365,-0.198237245,0.101543493,0.191060954,0.076076627,0.155533727,-0.242331572,0.055809464,-0.069932385,0.089123067,-0.04935724,0.827102519,-0.079122699,0.254834793,0.416434298,0.205325611,0.108038296,0.196894878,0.282295874,-0.380350607,-0.208213375,-0.094088148,-0.106940302,0.19045204,-0.235993224,-0.129297686,0.230117894,-0.329836233,-0.805314882,-0.489451387,-0.66372708,-0.0375479,-0.513472049,-0.025096242,0.087843064,0.021976822,0.254547821,0.282965254,-0.204650957,0.292243869,0.141387727,0.058139584,-0.149888985,-0.107234248,-0.405900885,-0.049646401,0.093650281,0.287881686,0.332938026,0.260344707,-0.006240019,-0.089278302,-0.755136994,0.13782079,-0.740210197,0.07429571,-0.115722734,0.14416578,-0.116505998,-0.231365422,0.045325365,0.013007126,-0.213008691,-0.55955024,-0.395117392,-0.686331687,-0.24690785,-0.271745171,0.027706825,-0.218955656,-0.340630603,0.006593041,-0.076517576,-0.069221763,0.052937082,-0.064791786,-0.818848727,0.29213414,-0.441683354,-0.686515512,-0.18512564,-0.651670199
Cells_Texture_InverseDifferenceMoment_AGP_5_01,-0.128185098,0.36450231,0.285286936,0.058427748,0.214176157,0.235717068,0.232957363,0.172504577,0.093573273,0.087321689,0.137594631,0.221268144,0.354825913,-0.110803712,-0.137782291,-0.051497091,0.058212857,0.070580186,0.278088734,0.624804963,0.135901643,-0.170189095,0.123719772,0.21949164,0.074727122,0.193863566,-0.186352972,0.027884494,-0.059918569,0.055334512,-0.051851471,0.864256869,-0.081517602,0.253875423,0.414737498,0.17592573,0.118762956,0.193569838,0.322819,-0.338675622,-0.201807355,-0.056086713,-0.037157234,0.182476734,-0.243351718,-0.094593614,0.242342441,-0.327936829,-0.750297211,-0.466032774,-0.633084184,0.00281949,-0.48583564,0.039631795,0.119046447,0.035856367,0.251189682,0.294885964,-0.180796226,0.264452604,0.155922952,0.101421025,-0.155294671,-0.062602411,-0.370189184,-0.016228552,0.097285961,0.338334086,0.33683484,0.254962247,-0.011105669,-0.09131938,-0.710499108,0.168373208,-0.688724901,0.073021921,-0.118705124,0.140122099,-0.084067984,-0.236812827,0.088154524,0.02337833,-0.215706747,-0.549961355,-0.316163054,-0.457438475,-0.164323563,-0.248130093,0.042361215,-0.188552651,-0.326313655,0.088457438,-0.050120625,-0.049556365,0.070535212,-0.119039181,-0.759608672,0.30395036,-0.454966874,-0.564752492,-0.183829344,-0.61118478
Cells_Texture_InverseDifferenceMoment_AGP_5_02,-0.139376009,0.31232631,0.287057314,0.058858179,0.182057035,0.183183893,0.23568085,0.252564621,0.058415596,0.086885422,0.145104726,0.279893063,0.345903662,-0.100492383,-0.131788554,-0.031755316,0.028706835,0.079727816,0.289979397,0.60217684,0.120012575,-0.19654658,0.091642368,0.188496794,0.058275556,0.16863666,-0.251186802,0.052490132,-0.128996536,0.049742718,-0.065265042,0.827737958,-0.095214128,0.258134175,0.419315401,0.206752599,0.132074071,0.17635587,0.299982155,-0.338014108,-0.201189649,-0.108845951,-0.077868765,0.160367234,-0.281074018,-0.132769532,0.16689863,-0.30423167,-0.741766649,-0.502610507,-0.590279281,-0.008045743,-0.500523152,0.017107581,0.098889266,0.010617456,0.245103522,0.300020101,-0.255542661,0.261180385,0.133767924,0.077128591,-0.153188869,-0.128015254,-0.393817564,-0.031280859,0.080207492,0.302125388,0.309582708,0.260416752,0.00749131,-0.089536026,-0.731988923,0.154025444,-0.722531944,0.088366498,-0.136079721,0.15782451,-0.093892139,-0.235277886,0.071443538,-0.006904812,-0.183668371,-0.643442039,-0.323780814,-0.435851245,-0.182474429,-0.261187254,0.036082357,-0.193079422,-0.322244307,0.085696708,-0.046970634,-0.060360895,0.074949583,-0.117610619,-0.817179807,0.26331736,-0.4617084,-0.52206326,-0.133853765,-0.617966197
Cells_Texture_InverseDifferenceMoment_AGP_5_03,-0.129116778,0.332131124,0.300078839,0.056176579,0.224217104,0.19771417,0.252752853,0.312602959,0.068642023,0.101941578,0.146774961,0.34065424,0.368361079,-0.073625827,-0.174337749,-0.042698294,0.039743564,0.097919854,0.269518087,0.599510036,0.143723336,-0.180791568,0.122872322,0.178595303,0.069165715,0.177873419,-0.165625354,0.087733035,-0.047892255,0.063908469,-0.042182742,0.859149776,-0.074034401,0.263231413,0.416819383,0.18849003,0.150534265,0.223979592,0.32876192,-0.316858674,-0.204459302,-0.040791069,-0.071253932,0.206735448,-0.217976674,-0.09731303,0.221557656,-0.327436986,-0.717600498,-0.478399299,-0.605790068,-0.004858891,-0.482030376,0.032392521,0.126749118,0.031205455,0.259375638,0.287777526,-0.17096293,0.233664205,0.146929236,0.080005488,-0.15891824,-0.072190924,-0.36269885,-0.013152315,0.109933985,0.334149139,0.307327469,0.271695263,-0.006352224,-0.101463087,-0.700827724,0.233871809,-0.619293429,0.106901612,-0.114927411,0.130717795,-0.099192098,-0.212363675,0.098234927,0.028998652,-0.223363998,-0.569003399,-0.328902234,-0.58677746,-0.228133259,-0.248340324,0.031553176,-0.176163049,-0.304274205,0.094262538,-0.032011347,-0.065142402,0.067260482,-0.052819335,-0.765281789,0.302853956,-0.439404604,-0.618204132,-0.144905605,-0.596984826
Cells_Texture_InverseDifferenceMoment_DNA_10_00,0.237951474,0.552736521,0.077493133,0.200507084,0.250488101,-0.471242786,-0.371332199,-0.990203886,0.221513242,0.002918487,-0.237357922,0.11641317,0.377969026,0.183553524,-0.042516717,0.455361339,0.049107968,0.16989215,0.067498989,-0.348311535,-0.146017726,0.263721137,-0.436853536,0.166487841,0.076137282,0.417904781,0.548424724,0.327053889,0.377846807,0.065493714,-0.055407971,-0.108432484,0.094432213,0.094597375,-0.198630771,-0.021783319,0.286039136,0.184839941,0.458490272,0.177097382,-0.18084844,0.337091682,0.172035393,0.108316343,0.142715352,0.14185431,0.439870324,-0.261854164,0.384903337,0.40862665,-0.40421966,0.113290018,0.709584449,0.184368359,0.551571236,0.454970969,0.19718085,-0.002956634,0.599751993,0.267138393,0.360239415,0.402700361,0.073446224,0.331175054,0.326995754,0.051429971,0.219677971,0.404492498,-0.006856806,-0.109432442,-0.088165032,-0.09941477,0.653332291,0.586979262,0.480728927,0.157182983,-0.065506733,-0.367999441,0.299756907,-0.031177181,-0.010973904,0.322268527,-0.158623612,0.055057762,0.072879497,0.013010419,-0.129188974,-0.030510545,0.201991251,0.342760369,-0.202052498,-0.048738565,0.20544823,-0.037435895,0.029194868,0.241436944,0.522323757,0.467832126,-0.121546409,-0.189502421,0.090590204,-0.180880919
Cells_Texture_InverseDifferenceMoment_DNA_10_01,0.251989026,0.572512542,0.064043399,0.212678154,0.226629089,-0.450926287,-0.364032168,-0.923316243,0.190748409,0.015309344,-0.230811448,0.089662617,0.379757151,0.174244511,-0.029917839,0.46454859,0.057560801,0.169192801,0.068985755,-0.313957697,-0.150175085,0.243937252,-0.429884945,0.190195767,0.057941482,0.437427091,0.517511103,0.329425532,0.353315493,0.060848084,-0.052161129,-0.093314319,0.090960444,0.080414091,-0.207122492,-0.027231216,0.294462118,0.178893098,0.451978937,0.173876893,-0.163895495,0.334945657,0.191829067,0.109321918,0.135132513,0.148648793,0.455285127,-0.253415624,0.400995162,0.419859914,-0.388499572,0.103402749,0.710091593,0.175959233,0.553159564,0.458480515,0.193733559,0.002931323,0.56873125,0.269018086,0.354199523,0.417642004,0.087952793,0.333237299,0.340631035,0.052645032,0.220263764,0.422530375,0.003007186,-0.09390776,-0.093683311,-0.086099267,0.646553625,0.591416462,0.481916625,0.148137953,-0.081532186,-0.362978429,0.314623597,-0.030739247,0.003427534,0.325487501,-0.150808739,0.034119247,0.097698633,0.082138141,-0.107586848,-0.035676461,0.199267764,0.348569708,-0.210918934,-0.028648385,0.206793752,-0.035158459,0.028639348,0.219606259,0.535250259,0.430871944,-0.122939124,-0.141375286,0.11626629,-0.146424127
Cells_Texture_InverseDifferenceMoment_DNA_10_02,0.242049151,0.54649227,0.072698365,0.212295042,0.238840852,-0.497980513,-0.375661109,-1.020813336,0.209250395,0.015139787,-0.233922408,0.093291187,0.36837867,0.177891731,-0.039678235,0.485161396,0.033587689,0.171670409,0.073442096,-0.341074884,-0.169117908,0.276397276,-0.433174761,0.163029537,0.071103788,0.427474386,0.543550533,0.327312346,0.36116862,0.050983019,-0.062710737,-0.106629825,0.089244546,0.09966878,-0.197793059,-0.019172815,0.291904255,0.180168056,0.467770593,0.185107674,-0.183465319,0.328532356,0.182221666,0.096751735,0.122665116,0.146930238,0.430875115,-0.249677412,0.4126827,0.393318534,-0.392772997,0.121019122,0.708995258,0.195461652,0.555067417,0.454579996,0.196362819,0.00480735,0.584679691,0.263244208,0.366102048,0.407228042,0.074308822,0.327882069,0.330718575,0.076168242,0.214441188,0.411604014,-0.022116588,-0.105492861,-0.085555171,-0.104514163,0.674721595,0.597491439,0.486483398,0.166203257,-0.071096726,-0.36076984,0.30262781,-0.040184548,-0.008092644,0.319652748,-0.155685005,0.02416477,0.084007191,0.085401612,-0.113993584,-0.030460181,0.205398905,0.34988913,-0.200093564,-0.039444776,0.220414879,-0.036554909,0.034775208,0.221710084,0.518445611,0.45329964,-0.149004649,-0.150290915,0.118404475,-0.172804826
Cells_Texture_InverseDifferenceMoment_DNA_10_03,0.244493053,0.546929823,0.074859354,0.216513593,0.229017134,-0.458983948,-0.361494939,-0.880702878,0.195553029,0.0232289,-0.234019711,0.123164913,0.385618324,0.177497869,-0.046544866,0.470571338,0.043188223,0.180129177,0.063439685,-0.329399864,-0.164674416,0.231779826,-0.432119269,0.168110111,0.060469114,0.430651412,0.522506158,0.334767772,0.362333343,0.065014148,-0.053204249,-0.095118444,0.097049338,0.079171907,-0.19846341,-0.024992089,0.302329202,0.176174894,0.462493246,0.20447421,-0.158818613,0.338522751,0.179585949,0.124319157,0.139714998,0.144650153,0.446541027,-0.239195688,0.423220271,0.420196833,-0.363960702,0.102166317,0.719672262,0.16569894,0.560691195,0.463912781,0.201480114,-0.007362246,0.573604113,0.261463028,0.356075855,0.406749435,0.085025793,0.333020898,0.345187567,0.067160083,0.221537373,0.407014854,-0.010685394,-0.088303926,-0.094041515,-0.089149084,0.654733803,0.604767199,0.497883324,0.16010205,-0.08439491,-0.361043435,0.31129073,-0.023701858,-0.003198877,0.328087728,-0.147965416,0.025446837,0.089633827,0.02262993,-0.122353994,-0.0386479,0.192575393,0.355236437,-0.188335142,-0.030354222,0.221698295,-0.032138143,0.032763469,0.243086429,0.538503194,0.435150321,-0.100225136,-0.162857749,0.138096821,-0.14755697
Cells_Texture_InverseDifferenceMoment_DNA_20_00,0.243889726,0.536253791,0.061050538,0.214501812,0.185205275,-0.409258036,-0.357400769,-0.81094463,0.15746077,0.018424971,-0.235516214,0.102309906,0.400978592,0.178359425,-0.028036708,0.415112243,0.052037848,0.179203418,0.044547862,-0.313154455,-0.152059808,0.176275557,-0.416381491,0.185822623,0.023269955,0.435792917,0.477014061,0.337161361,0.35282781,0.083482944,-0.050860905,-0.094398697,0.101951609,0.050661322,-0.195525224,-0.037737616,0.308055312,0.158099664,0.43907981,0.196460932,-0.140435965,0.340226937,0.180902798,0.14143193,0.154500703,0.148052055,0.46994585,-0.240763356,0.386688558,0.438048182,-0.350278753,0.058364599,0.719930795,0.113174984,0.550817484,0.470361838,0.192366596,0.000117706,0.537906833,0.258697206,0.343085079,0.405764492,0.098294261,0.336779,0.350695617,0.027582214,0.222902952,0.416291717,0.00714894,-0.068778198,-0.103461838,-0.07377911,0.607219564,0.566405039,0.484610317,0.142001817,-0.116647101,-0.349221326,0.312635425,-0.022736031,0.007863583,0.322932439,-0.140085631,0.018670513,0.098545182,0.008679198,-0.115514001,-0.058341131,0.182093107,0.346998494,-0.212160334,-0.023986054,0.2076232,-0.045574196,0.029591238,0.237361015,0.532670781,0.417746552,-0.0488543,-0.156836441,0.136791735,-0.122939821
Cells_Texture_InverseDifferenceMoment_DNA_20_01,0.244790052,0.522880638,0.051093208,0.214518716,0.094508457,-0.377839282,-0.358624396,-0.70126128,0.081868893,0.018379087,-0.247427945,0.072713085,0.393222176,0.162770217,-0.009219444,0.383474549,0.063550135,0.174772375,0.032729294,-0.293307217,-0.159979443,0.080433025,-0.382707808,0.195043861,-0.023596432,0.437556777,0.485985471,0.347929679,0.3924162,0.080303674,-0.074498047,-0.083427526,0.090290868,0.02177435,-0.171117818,-0.043861065,0.311600195,0.121030744,0.416536473,0.188735557,-0.131772832,0.315786816,0.1895353,0.137941471,0.137886621,0.146590547,0.474718401,-0.189607329,0.35075379,0.422576865,-0.325729068,0.018451528,0.709755344,0.055250036,0.537924406,0.46038486,0.156877166,0.01260646,0.488293738,0.233116504,0.344768141,0.402509664,0.105052272,0.323511015,0.347683617,0.040628933,0.216539316,0.42589663,0.0050428,-0.046343565,-0.100772629,-0.065199561,0.555749316,0.505946356,0.454717045,0.136232226,-0.178250879,-0.306976676,0.313956391,-0.043493284,0.021016366,0.310372563,-0.122151174,-0.019058769,0.109977005,0.060534062,-0.104998244,-0.082419066,0.169646353,0.346896388,-0.222475891,-0.010601593,0.198898514,-0.068600303,0.033265532,0.236784662,0.515429221,0.370268584,-0.041178945,-0.117551634,0.168605849,-0.107792752
